id,age,gender,annual_income,loan_amount,loan_term,employment_type,purpose,num_dependents,bureau_score,num_of_accounts,num_of_open_accounts,total_debt,delinquencies,num_loans,num_defaults,total_loan_amount,total_repaid_amount,avg_dpd,months_on_book,status,dpd,payment_amount,num_cards,credit_limit,utilization_ratio,max_utilization_ratio,late_payments,default_12m
473,43,Male,926745,863031,60,Salaried,Car,3,872,9,6,730509,5,8,2,287558,1146441,77,7,Paid,82,23469,1,177726,0.0183780149052535,0.5252375718289505,10,0
474,62,Male,1849721,563847,12,Salaried,Car,4,645,5,4,924936,6,8,1,860889,945727,83,26,Late,87,49519,3,435435,0.0101775407245473,0.7461360431454073,15,0
475,59,Female,204583,142542,24,Self-employed,Education,5,612,2,3,818976,8,3,2,1708300,1630494,60,13,Paid,72,34511,3,146395,0.4071913797130159,0.8462157524755494,10,1
476,64,Female,906137,797109,48,Salaried,Home,1,471,5,5,406639,2,2,0,1258145,1134657,72,25,Paid,18,63645,4,148152,0.137604666899171,0.0177697232716187,5,0
477,25,Male,1088707,520412,60,Salaried,Car,2,339,3,5,310546,6,0,1,1471043,1443481,55,31,Paid,0,85314,3,463061,0.48024016970682,0.6834633800182703,4,0
478,53,Female,660480,527475,48,Salaried,Home,4,439,7,3,230799,1,1,2,902091,1166781,34,13,Late,88,88259,4,230698,0.5316557217822138,0.1781153025822012,7,0
479,27,Female,590039,539435,24,Self-employed,Home,4,886,5,7,781029,0,7,0,210903,246308,7,49,Paid,86,15782,1,265934,0.7356289819588548,0.3551730276382605,13,1
480,46,Female,1725262,511233,24,Self-employed,Home,0,545,2,1,971497,6,4,2,1150936,476530,64,54,Paid,43,78957,3,77427,0.6452427128473124,0.721749877613805,18,0
481,61,Female,1782763,900179,24,Self-employed,Car,0,860,1,1,770814,4,2,1,1747430,610261,85,11,Paid,25,35415,2,320575,0.2380475524385101,0.0466005579725271,13,0
482,24,Female,1476024,955480,60,Salaried,Home,5,887,2,6,734285,0,8,0,750060,906039,28,41,Paid,72,37095,3,129386,0.663822717294803,0.4690565899017,5,0
483,52,Female,1463458,83769,36,Self-employed,Home,3,354,2,1,651307,4,9,2,1607545,804819,27,28,Paid,1,56535,4,238054,0.9019202605180212,0.0507626115954856,18,0
484,43,Female,1356749,829469,48,Salaried,Home,3,737,5,2,874869,8,0,0,937667,496094,71,23,Paid,86,93802,3,99550,0.2973839152089442,0.5901401808471664,15,0
485,53,Female,1992666,267738,24,Self-employed,Home,4,827,8,7,488255,3,1,1,508074,1219108,66,37,Late,26,80657,1,167955,0.5879694192701218,0.3769243568005876,12,0
486,35,Male,1876875,383448,24,Self-employed,Education,4,661,3,5,518363,6,3,2,945664,1665970,27,50,Late,1,71242,1,211350,0.9593091368610732,0.5773800469924709,13,0
487,45,Female,1140852,557496,12,Salaried,Car,4,747,5,3,661076,2,5,1,364149,170539,72,56,Paid,50,52415,2,138729,0.2438548206810593,0.1644980791853922,5,0
488,63,Female,1384740,82899,24,Salaried,Car,2,637,9,2,159146,9,4,0,1086304,1698467,77,14,Paid,40,88342,3,391065,0.922874611887134,0.2458130286696292,7,0
489,31,Male,314297,351902,12,Salaried,Car,0,637,6,1,202046,3,5,1,528054,1510430,27,39,Paid,88,53143,2,163678,0.0039565943565393,0.5906241478159492,3,0
490,36,Female,1117324,657406,24,Self-employed,Home,4,741,5,3,592909,7,7,1,589857,12940,26,21,Paid,79,24575,2,114967,0.4887060025659272,0.3433623609700296,4,0
491,55,Male,794390,377267,12,Salaried,Business,2,352,2,4,687435,8,3,1,871421,1208316,2,48,Paid,79,58024,2,492661,0.5605413874791011,0.9006718099787016,9,0
492,57,Female,428251,641178,12,Self-employed,Home,4,585,8,5,302888,5,6,1,570020,259776,56,22,Late,34,28566,2,287381,0.5753335653656764,0.4637938290570259,8,1
493,27,Male,1048030,82322,48,Salaried,Education,1,720,7,1,903557,1,5,2,1584132,1783458,85,14,Late,4,20563,2,465224,0.1792664733644158,0.7971878491627505,14,0
494,24,Male,355073,597728,36,Salaried,Car,2,341,6,5,237042,9,3,2,914051,1047489,8,51,Paid,64,86255,2,486607,0.9721967090376652,0.7662709423160732,19,0
495,35,Male,1585624,333890,12,Self-employed,Home,5,567,2,3,996103,9,8,0,1632332,307208,29,16,Late,54,41373,1,276555,0.8861500032380164,0.3421976700279582,17,0
496,32,Male,1126828,669211,48,Self-employed,Education,5,609,5,5,841779,5,3,0,1939585,1138033,16,48,Late,41,36627,1,225879,0.4548173667264964,0.147872214323586,2,1
497,26,Male,420774,154488,24,Self-employed,Car,3,619,7,5,509652,1,9,1,1591548,1777023,22,11,Late,83,11009,4,478312,0.5160342765615515,0.330580118523111,8,0
498,44,Female,587438,527739,60,Salaried,Car,1,768,6,2,40970,1,6,0,1427496,51629,5,57,Late,2,26690,2,152528,0.3717871294462938,0.2889094198979103,3,0
499,48,Male,584779,413071,60,Salaried,Business,5,668,4,1,82321,7,1,1,240776,181274,53,18,Paid,49,65052,1,260681,0.4950880191952497,0.7850654351911703,2,0
500,63,Female,720999,829133,24,Self-employed,Education,5,832,8,1,408668,3,2,1,1241992,1152176,49,31,Late,3,74174,4,103055,0.2653958737218969,0.7815725253551101,1,0
501,29,Female,1303792,598672,60,Self-employed,Education,0,484,2,1,697377,4,7,2,1069881,223313,88,31,Paid,73,21150,4,220679,0.9198669338151402,0.860502082356256,15,0
502,49,Male,719236,381072,24,Self-employed,Home,4,854,4,5,808001,7,1,1,512982,96364,74,17,Late,89,15826,2,79185,0.3523639988153438,0.6262283982394348,2,1
503,49,Female,1382206,482956,60,Self-employed,Car,3,492,3,5,893927,2,0,2,1046457,178219,49,52,Late,49,85253,1,253673,0.7397436264435635,0.7023947090503188,3,0
504,37,Male,1933407,105207,24,Salaried,Education,2,682,1,6,136999,7,1,1,873255,942671,5,15,Paid,54,94632,3,124942,0.6305760543402441,0.349962348232442,6,1
505,26,Male,1665250,608660,12,Salaried,Home,5,407,5,4,124060,7,2,2,852396,362335,19,24,Late,35,5179,2,362820,0.7710148858171371,0.5093540620178706,2,0
506,47,Female,219970,662749,60,Salaried,Education,4,372,8,1,925286,8,0,2,337447,1213163,78,50,Late,65,14658,3,341647,0.8310881182243876,0.3064014907977254,15,0
507,33,Female,1392752,341582,36,Salaried,Car,1,811,4,6,754994,1,0,1,872016,867112,74,38,Paid,22,20550,3,144999,0.783471910349766,0.6413099685280056,4,1
508,59,Male,1523393,489212,24,Salaried,Home,5,783,4,4,502438,7,1,0,1238599,1522336,86,43,Paid,61,19210,4,387834,0.4136341617032726,0.4346737288211186,18,0
509,46,Female,1995892,669708,36,Salaried,Education,3,418,2,5,404547,4,7,0,1380788,164499,46,34,Late,3,13150,1,108035,0.6141347166042529,0.512596518664933,13,0
510,53,Female,1935727,710020,60,Self-employed,Business,0,655,9,1,155091,6,5,0,223285,636144,60,49,Late,49,23203,4,273506,0.994955734927078,0.0449186291471346,15,0
511,30,Male,413498,277166,48,Salaried,Car,1,736,4,3,413651,4,5,0,1951330,689474,72,5,Late,84,6574,1,481857,0.1013945251794667,0.8425671889661477,6,0
512,34,Female,715490,83331,36,Salaried,Home,0,790,9,1,253553,1,6,1,453335,225365,59,14,Paid,23,33366,1,457907,0.2467454617383114,0.7078522753687113,1,0
513,59,Female,1519141,909087,12,Salaried,Home,5,705,8,7,856246,1,4,0,256099,352376,56,12,Late,54,22351,1,408830,0.4604989656704175,0.7718136096506824,17,0
514,31,Female,1469580,332847,24,Self-employed,Education,2,414,8,5,681417,5,8,2,196066,652823,65,4,Late,61,6985,2,240809,0.0797115541481078,0.7899786215421949,5,0
515,63,Male,637712,798494,24,Self-employed,Home,1,381,1,6,410660,9,3,2,1728757,1476230,51,29,Late,0,6865,4,59854,0.7899935505598131,0.6180972711592335,16,0
516,54,Female,519581,719541,12,Self-employed,Business,1,485,8,1,85400,0,6,2,767594,907771,65,5,Late,59,94366,3,388086,0.4293080513358411,0.6381635613776409,17,0
517,38,Male,1360253,748722,12,Salaried,Education,0,523,9,2,714963,5,7,1,1552645,844821,22,6,Paid,67,57963,1,115505,0.7814893207617007,0.5483892876180354,19,0
518,50,Female,1404352,338782,48,Salaried,Business,1,526,9,1,424184,8,6,1,362904,617663,77,59,Late,35,65412,1,364396,0.5758374584152971,0.3985560110329874,11,0
519,46,Female,1137039,777763,12,Self-employed,Car,1,888,5,7,513779,1,2,1,702871,1594167,61,33,Late,15,82812,1,388575,0.452979405094553,0.885148671932792,7,0
520,44,Male,1074028,59680,36,Salaried,Home,2,831,8,4,721019,9,5,0,1051243,1160797,30,29,Late,51,56841,1,399391,0.7850641844742581,0.5718045317194069,5,0
521,58,Female,412936,493589,12,Salaried,Business,5,401,3,7,105754,1,9,1,1617445,335682,44,26,Late,61,44567,3,152603,0.9111061148027416,0.5231188862968222,9,0
522,61,Female,970445,170885,48,Self-employed,Education,5,807,2,4,727420,5,6,0,1376242,1301997,14,45,Paid,8,97918,4,343044,0.1103085732352487,0.415479166899493,6,0
523,29,Female,559358,127274,48,Self-employed,Home,5,870,6,3,676633,0,4,0,1641874,1293290,76,41,Late,30,63690,4,52114,0.5515973222464854,0.6080327201660553,15,0
524,60,Male,589671,439530,48,Self-employed,Car,0,854,8,6,756641,4,9,0,726736,1425988,27,20,Paid,74,53398,4,339155,0.2356977311837027,0.908689416476123,0,0
525,49,Female,1611757,803169,48,Salaried,Home,1,512,4,4,438882,3,8,0,1189781,1615588,8,30,Paid,66,18341,3,114067,0.8348282923458112,0.2640674583209741,7,0
526,38,Male,416158,619519,48,Self-employed,Car,2,373,7,6,887069,2,8,0,1282750,1330853,37,27,Late,20,54280,4,54086,0.9369497195423268,0.9911532126663036,3,0
527,37,Male,1672761,56185,12,Salaried,Business,0,463,6,5,789789,6,7,2,761370,1619493,32,48,Late,1,83560,4,443671,0.563115704324491,0.0242525228287888,5,0
528,58,Male,659608,981561,24,Salaried,Business,1,472,2,2,678217,3,7,0,1327978,866366,41,53,Paid,74,6239,4,138818,0.0159551606203177,0.7822803591865929,1,0
529,61,Male,918213,987038,12,Salaried,Education,1,724,7,5,641059,5,2,1,891119,617930,18,12,Late,58,47197,2,333624,0.7820758152421158,0.9424290787561936,12,0
530,39,Male,936069,363770,48,Self-employed,Car,5,550,9,6,260761,0,8,2,80251,618022,19,24,Late,73,10845,1,286975,0.564404447245346,0.1963656498732223,10,0
531,62,Female,1284983,216917,48,Self-employed,Home,5,817,7,2,70943,2,9,1,73169,1152244,72,19,Late,23,35921,4,101267,0.9027641944646562,0.8654635531753883,15,0
532,34,Female,1422232,403949,12,Salaried,Car,3,321,4,6,792668,4,7,1,1431759,768242,73,16,Paid,54,99697,4,387315,0.3050596808383846,0.7776457985658439,13,0
533,59,Female,1738632,169000,60,Self-employed,Business,2,383,5,6,703271,1,3,2,59014,1711973,29,25,Late,33,47073,4,393595,0.2181563561159308,0.1541068519476235,6,0
534,51,Female,1805335,267960,12,Self-employed,Home,2,486,9,6,225145,2,3,2,1112659,316771,76,18,Paid,88,18143,2,388235,0.2338351234042761,0.4053850644698862,1,0
535,37,Female,965640,296326,12,Salaried,Car,4,750,2,2,390338,1,4,2,1360644,642926,75,11,Late,63,80266,1,364364,0.28876126481808,0.4574305889464576,19,0
536,47,Female,1298464,354055,12,Salaried,Education,0,592,8,2,21623,6,7,0,1178160,1487475,3,49,Paid,21,22911,1,186866,0.739761331176202,0.7793539425497851,12,0
537,42,Female,1200268,938597,24,Salaried,Home,1,428,6,7,576548,0,4,1,1472185,1096391,28,44,Late,38,43035,4,179604,0.5534302958069812,0.5851401889787609,17,0
538,26,Male,750012,287497,36,Self-employed,Car,3,767,2,2,217449,7,0,2,631907,1096866,34,24,Paid,8,21280,3,281114,0.3296374358191585,0.5326552363189175,3,0
539,41,Female,1660751,299726,48,Self-employed,Business,2,750,9,1,150435,8,0,1,1279167,1642531,86,38,Late,43,69308,4,348400,0.4776949259507077,0.7043704188221709,5,0
540,23,Male,409083,589323,60,Salaried,Home,5,742,8,6,438484,2,9,0,212476,563508,38,38,Paid,71,38370,4,499557,0.1423045995228644,0.8077758742518738,15,1
541,29,Female,647371,790648,48,Salaried,Home,5,796,8,4,931370,0,3,2,450842,868728,89,5,Late,62,90478,4,317136,0.2233211698093486,0.0677936949864445,19,0
542,22,Male,1373519,157549,36,Self-employed,Car,0,764,4,6,234714,1,2,0,171167,260135,74,51,Paid,32,96410,1,225391,0.7363000534652888,0.1842919010661492,4,1
543,29,Male,1127441,499993,60,Self-employed,Business,0,896,2,5,435671,1,8,0,321704,464464,72,24,Paid,73,69598,4,194255,0.1276361310583509,0.3885451366610074,10,1
544,57,Male,435651,617457,36,Salaried,Education,2,490,9,7,228365,1,6,0,1333338,57025,5,34,Late,22,85094,2,277957,0.185816724311613,0.0152563384961381,11,0
545,23,Female,396572,326128,36,Salaried,Business,1,612,9,2,877064,9,5,0,1826900,1571546,38,15,Late,13,73768,2,308525,0.8093451601133802,0.01971524063265,13,0
546,37,Male,1940323,784573,36,Salaried,Car,5,342,5,3,448718,4,7,2,874234,522838,13,33,Late,85,31320,3,141205,0.1006435082871458,0.1403786780472744,3,0
547,55,Male,290794,565584,48,Self-employed,Car,2,418,2,4,30130,9,2,0,50298,292026,65,42,Late,46,6884,2,94012,0.080035250546917,0.1923698118074495,14,0
548,41,Female,348163,423288,48,Salaried,Home,2,532,5,2,61579,6,2,1,680954,1534078,29,49,Paid,73,36295,3,426539,0.4069986061115197,0.2020057046582943,12,0
549,45,Male,1495045,183755,12,Salaried,Home,4,393,1,7,527254,4,2,2,1664483,72885,83,31,Late,12,73919,1,337163,0.2456267130530004,0.7115452449105137,1,0
550,32,Male,465197,925499,36,Salaried,Education,0,856,3,5,784165,7,1,2,831170,1600722,0,8,Paid,81,73952,4,480923,0.7282360343110205,0.3448946570533795,5,0
551,50,Female,894042,466867,36,Salaried,Business,0,339,2,7,308945,6,9,0,1762019,710611,27,53,Paid,31,44106,1,59656,0.4163468683968776,0.7148170170530886,16,0
552,56,Male,1292682,230112,36,Self-employed,Home,4,377,4,2,22660,6,8,2,54763,527972,67,11,Paid,42,82845,4,284367,0.9210630133050892,0.0788908634248863,18,0
553,50,Male,1077874,95125,48,Salaried,Home,2,328,3,7,547930,0,4,2,443637,991646,70,6,Late,88,14216,4,302676,0.5025692611250754,0.9803632442873256,2,1
554,42,Female,580004,908267,60,Salaried,Home,3,653,9,1,53604,0,0,0,390606,478000,36,48,Paid,33,56368,1,82643,0.1092389022016526,0.6993477770547467,10,0
555,64,Male,1595991,534954,12,Salaried,Business,2,433,2,6,739376,8,0,1,851400,460024,71,35,Late,77,69369,3,393200,0.3041973643146993,0.77508441901672,1,0
556,44,Male,1542884,418852,12,Self-employed,Education,3,337,6,2,268241,6,3,1,1614941,1788071,32,16,Late,7,29170,1,52513,0.7225859994988078,0.0362444071481489,19,0
557,31,Female,262009,308602,12,Salaried,Car,2,490,4,5,761956,4,5,2,258714,1666104,70,52,Late,77,78583,2,437041,0.6770606116476618,0.5423910464540824,4,0
558,33,Male,1346226,131050,24,Salaried,Business,0,456,5,7,262907,7,1,2,1778471,611733,25,16,Late,54,25506,4,294351,0.3964072359653194,0.958380869315982,8,0
559,30,Female,669618,278556,12,Self-employed,Car,5,538,7,3,757207,6,0,2,1061381,522333,39,47,Paid,12,91268,4,123712,0.1085826616363611,0.2731737225649681,13,1
560,54,Female,1784792,95294,60,Self-employed,Car,5,365,5,1,245832,9,6,1,466543,1205911,11,52,Late,80,83277,1,423905,0.0192405869932191,0.9282020073738306,0,0
561,21,Female,783773,454601,36,Salaried,Education,1,450,9,3,242991,0,1,0,1107704,448365,56,18,Late,42,19734,3,209334,0.5620091094918914,0.0724739661442882,6,0
562,22,Male,607159,338038,24,Salaried,Car,5,637,8,4,738744,0,2,1,356924,922392,33,33,Paid,61,64966,2,414103,0.0086671046351856,0.1929807740380057,14,0
563,34,Male,1036192,54857,60,Salaried,Education,1,705,9,2,806316,9,9,1,1536952,224411,89,28,Late,22,14254,4,494037,0.7687820577141921,0.1315800213977513,4,0
564,25,Male,1643468,281273,12,Salaried,Business,3,706,4,3,509425,1,0,0,705305,591372,5,13,Late,55,49649,2,464310,0.3183834391348207,0.8683956662825744,13,0
565,64,Female,918575,773344,24,Salaried,Car,2,509,5,3,984189,0,7,2,1843204,1706848,30,10,Late,8,65933,3,88726,0.6815298472048475,0.3341735392402961,12,0
566,39,Male,1794763,670241,48,Salaried,Business,5,614,9,7,21777,2,0,0,1027627,498548,61,17,Paid,40,70708,3,437909,0.5687940369624613,0.4614837092474501,7,0
567,30,Female,911102,302802,36,Self-employed,Business,5,436,4,2,716818,4,0,0,1188429,283856,53,40,Paid,18,20368,4,174649,0.2363654120123266,0.7461521405898217,10,0
568,26,Male,261138,842461,24,Salaried,Home,1,397,2,3,648397,4,6,0,1966291,1467453,65,16,Paid,31,83302,4,381079,0.3726840714374934,0.5077291597069982,2,0
569,34,Female,1701602,496208,36,Self-employed,Business,1,713,9,6,975353,6,5,2,1151870,1308883,6,26,Late,38,20531,4,239796,0.9122100329978736,0.6680762241579102,6,1
570,22,Male,1632716,469578,60,Salaried,Car,5,663,7,4,530932,7,3,2,1231783,331248,28,41,Paid,34,53702,3,169566,0.9640676172048148,0.0349227103704868,1,0
571,47,Male,1494102,454413,12,Self-employed,Car,5,686,3,7,245341,0,1,1,404295,1763707,46,28,Paid,85,15458,4,370432,0.0756222111937165,0.7173876756202634,6,1
572,62,Female,1758497,167440,36,Salaried,Education,1,752,7,6,683733,8,7,2,536438,1188525,84,6,Paid,11,9146,4,470997,0.1434268585667096,0.8627762832685687,12,0
573,61,Male,407157,896759,48,Salaried,Education,0,876,5,2,96916,9,3,2,251850,839671,72,59,Late,79,22279,3,473403,0.4361164476508221,0.643768193910332,12,0
574,36,Male,1960540,52303,36,Self-employed,Education,2,659,3,6,240268,2,7,1,1634089,1580650,33,9,Late,42,78682,1,435248,0.5630529700605361,0.6494277287332446,15,0
575,49,Male,705418,74233,12,Salaried,Car,0,896,6,4,933597,4,2,2,224150,481779,19,27,Late,19,53514,3,346893,0.7957266817910608,0.8092171886622658,4,0
576,40,Female,301881,801721,60,Self-employed,Home,0,716,3,4,627084,9,4,2,544506,1339395,19,22,Late,72,19994,2,387309,0.5500987134964339,0.9084992109869892,2,0
577,32,Female,1903848,53818,36,Salaried,Home,3,815,9,2,801776,0,6,1,782121,1754041,45,47,Late,58,94321,2,56236,0.664412344493577,0.4069215004074104,9,0
578,57,Male,1922927,436821,36,Salaried,Education,0,707,5,1,277213,2,6,2,1608414,1212701,4,55,Late,27,37823,2,340156,0.8196319952528667,0.6311824211618817,12,0
579,41,Male,1151541,989764,36,Self-employed,Car,0,795,5,6,641802,7,3,0,282940,73344,72,48,Paid,17,70720,2,281827,0.6804921528152736,0.2187425520390588,13,0
580,35,Female,1247095,358986,12,Salaried,Business,0,880,1,6,114784,0,9,1,644768,321719,78,27,Paid,88,77827,2,74197,0.8063197483027101,0.4398826414916124,8,0
581,49,Female,875051,405634,60,Salaried,Education,4,418,1,7,497252,6,3,0,708894,658554,67,55,Late,61,31369,3,192911,0.6832059807836538,0.5261603238968946,7,0
582,47,Female,676990,736033,48,Salaried,Home,5,777,6,4,953530,4,5,2,579141,1560837,48,7,Late,32,88138,1,53068,0.0050040688293383,0.961033295979474,9,1
583,36,Male,379620,637496,36,Salaried,Business,2,790,8,6,124745,7,1,0,1746374,42100,85,35,Paid,24,30316,3,167401,0.5909275949006909,0.1304551569119981,9,0
584,37,Male,1548410,676811,60,Salaried,Home,4,659,4,3,332229,4,4,0,474014,1794937,72,4,Late,49,58396,3,358122,0.7662805175780248,0.8536797565231664,17,0
585,45,Female,1922472,439372,60,Salaried,Business,3,621,4,3,671600,5,0,1,1840339,800606,61,1,Paid,67,25505,4,175382,0.3755642507971768,0.5840318315851951,9,0
586,24,Female,1184408,771274,36,Self-employed,Business,2,524,5,6,98458,6,7,1,516881,1286416,63,32,Paid,53,19351,3,412266,0.5088415671285655,0.5990920617471447,18,0
587,55,Male,1972142,656350,24,Self-employed,Education,3,879,6,5,677352,6,4,2,923698,1193678,54,10,Paid,30,58107,4,157240,0.760920781432055,0.5651430098601723,4,0
588,30,Male,874303,555778,36,Salaried,Car,3,696,9,1,968511,7,7,2,60829,770215,1,54,Paid,5,20617,1,400566,0.5554714659941238,0.9448973840065136,0,0
589,62,Male,548959,842916,12,Salaried,Education,1,747,6,1,695848,9,1,2,1056411,1676133,69,38,Late,48,9878,2,283183,0.2960652341941939,0.5355007917428461,17,0
590,43,Male,702191,119947,48,Salaried,Business,5,740,2,5,800365,2,2,1,928328,1523724,56,33,Late,15,64415,1,186031,0.9637355887290318,0.5781040384009498,10,0
591,32,Female,573195,498227,24,Self-employed,Home,4,506,9,2,860681,4,5,1,964568,1399595,49,16,Late,29,48559,3,350894,0.2153977614288205,0.4824811405516275,19,0
592,27,Male,1530869,835720,36,Salaried,Car,3,470,4,5,25680,5,0,0,992213,1090334,5,34,Late,50,59889,3,441641,0.2734554950773966,0.2456767665741289,12,0
593,43,Male,535797,593468,48,Self-employed,Business,5,372,7,6,516248,1,1,1,1091146,1510752,55,22,Paid,66,99327,1,313522,0.627847154299368,0.4782592881771714,13,0
594,28,Female,1093319,320597,24,Self-employed,Education,4,766,8,2,405284,3,9,2,1464039,824299,20,18,Paid,33,9539,4,305634,0.7134865687694453,0.8058833397824902,10,0
595,51,Male,1389225,439970,36,Salaried,Car,1,693,2,4,844410,1,8,1,1845035,248358,21,18,Paid,17,67120,4,484874,0.9153447898441764,0.5374544635461701,18,0
596,52,Female,404243,322417,12,Salaried,Car,2,373,2,2,702507,5,9,0,1610496,46589,35,24,Paid,17,49366,3,316509,0.7181652921392174,0.2339057483275507,13,0
597,58,Male,1413006,212262,48,Salaried,Car,0,793,1,4,650766,9,4,1,722234,936383,30,41,Late,68,16554,1,450409,0.97455910917249,0.2747071008742889,16,0
598,57,Male,1966839,64855,12,Self-employed,Car,4,812,3,2,497017,4,6,0,1848722,457629,55,19,Late,9,10512,3,455951,0.9895608213167733,0.4998419576732045,16,0
599,53,Female,420042,844904,48,Self-employed,Business,4,437,8,1,553911,1,8,2,994572,1467061,24,55,Late,48,96824,4,353562,0.2492507579212289,0.3319326738916921,6,0
600,28,Male,389914,129688,60,Salaried,Business,0,868,1,7,77230,5,8,0,740103,1269443,31,30,Late,27,53788,2,215720,0.2063564453938658,0.6326274092165945,1,0
601,59,Male,736498,746072,24,Self-employed,Car,3,628,9,4,210994,2,5,2,132587,11072,47,20,Paid,35,39379,2,418062,0.1148748821287886,0.3827104186049926,1,0
602,59,Male,1612457,300065,60,Salaried,Home,5,661,9,4,365004,2,5,1,1447712,1126687,13,41,Paid,41,29372,3,232800,0.1158046280435021,0.9832581336007884,12,1
603,33,Female,1882424,521303,12,Salaried,Education,0,859,3,3,236427,9,8,0,315101,883296,30,28,Paid,25,95366,3,102224,0.8332173434058109,0.8030405671612859,7,0
604,41,Male,1722063,151990,48,Salaried,Business,0,681,5,1,689070,6,0,0,219626,1729831,23,34,Paid,52,55744,4,379980,0.2847092626956574,0.3952238869328354,18,0
605,25,Female,1248500,277801,12,Self-employed,Education,3,508,1,4,317379,2,8,2,292172,697286,28,53,Paid,54,77655,2,59918,0.5407246585338223,0.9713358819563852,3,0
606,44,Male,1660926,776659,60,Salaried,Car,3,858,5,2,978837,6,4,1,186054,458362,74,1,Late,54,83221,3,428795,0.0741370796768224,0.8763628923117307,4,0
607,53,Male,1339881,843556,36,Self-employed,Business,2,370,1,5,801336,7,7,1,1487554,1111000,81,18,Late,75,25612,2,432479,0.1433534062527748,0.1612815528912464,16,0
608,63,Male,328518,974377,12,Salaried,Car,3,743,5,3,177958,8,6,2,518675,373339,2,52,Paid,13,29523,4,366228,0.0606121880219416,0.1512732737381847,7,0
609,26,Female,1947085,556317,12,Self-employed,Business,1,450,8,3,974083,0,5,1,598783,189583,74,58,Late,80,44195,3,217365,0.2276395443879985,0.7375353192537754,12,0
610,53,Female,320492,429031,60,Self-employed,Education,1,772,3,4,566963,4,8,1,1186474,863074,18,36,Late,31,82059,4,150631,0.87561007432062,0.5080379021214544,10,0
611,31,Male,1592503,975033,48,Salaried,Car,1,319,5,1,451384,4,2,1,1509973,989665,58,29,Paid,58,51956,1,399783,0.5186739063844162,0.9042555590629102,7,0
612,45,Female,630623,540798,48,Salaried,Car,3,335,8,5,317417,8,9,0,114668,1729709,37,17,Paid,64,94965,4,461049,0.5230933360183684,0.8541894331983598,10,0
613,48,Female,932584,870471,12,Self-employed,Business,3,673,5,7,739335,8,8,0,1007975,1779618,61,18,Late,79,90944,4,87727,0.9104021517522416,0.5956472191507074,13,0
614,58,Female,1224779,153059,12,Salaried,Home,4,691,2,2,473250,9,1,0,1213733,1156034,16,31,Late,62,68008,4,324091,0.4512347645925771,0.0041861446569509,8,0
615,32,Male,787565,917972,36,Self-employed,Education,5,507,5,7,551276,3,6,2,1680315,1204173,26,7,Paid,10,66576,2,275904,0.4960705989192999,0.8634491277211783,16,1
616,31,Male,875561,441170,48,Self-employed,Car,4,355,8,3,583980,8,0,2,1833326,1542249,80,42,Paid,68,28157,2,221553,0.9430500888383564,0.1390911751976857,14,0
617,35,Female,1307805,823509,12,Self-employed,Education,2,490,8,5,811860,1,3,0,150059,1228836,81,40,Paid,65,85087,1,104600,0.5172252432601264,0.2621457787749144,4,1
618,63,Male,998120,463454,48,Salaried,Home,1,390,3,7,791509,1,1,2,302133,1248234,39,43,Late,65,88322,1,350356,0.4694182976395589,0.1363524533094676,12,0
619,51,Female,577856,761918,36,Salaried,Car,2,734,8,2,855609,8,7,0,733731,262460,80,16,Paid,71,89508,2,427308,0.9981935793947392,0.1189515844763173,13,1
620,52,Male,241346,880632,36,Salaried,Car,0,856,9,5,443249,3,3,2,890878,956427,86,5,Paid,74,96324,1,484751,0.7347640835105812,0.5278978742923499,11,1
621,26,Female,960868,512851,24,Salaried,Home,5,771,2,4,194916,7,4,2,1883560,470667,60,6,Paid,44,13232,4,425281,0.156364502413952,0.4274524030608607,12,0
622,48,Male,736774,370233,48,Salaried,Business,5,858,9,3,860098,5,5,1,1176501,1776112,87,46,Paid,8,43189,3,491820,0.3720067359046815,0.6496400111805152,14,0
623,45,Male,1967456,257441,60,Self-employed,Car,4,592,5,5,109512,2,0,0,102054,1117710,18,16,Late,66,12808,1,253134,0.4730442040057693,0.3302430010303668,5,0
624,38,Female,1253015,471770,36,Self-employed,Education,2,719,6,6,139651,2,1,1,759193,901160,34,8,Late,9,65419,1,325903,0.8785675247135817,0.7583083630261365,12,0
625,47,Male,1543770,139697,48,Self-employed,Home,3,507,5,3,287330,7,5,1,119879,1325338,25,59,Late,20,15873,2,217100,0.6482333969349071,0.3759630945177561,2,0
626,59,Male,220409,387759,48,Self-employed,Education,0,648,8,3,716196,2,6,2,1428563,737187,9,9,Late,52,69036,2,154358,0.2626289425177522,0.5068622606787594,5,0
627,43,Male,1910735,62131,48,Salaried,Home,4,476,3,4,872439,1,0,2,499648,1565183,24,10,Late,9,80966,3,497990,0.2661565966822261,0.6661473752177922,16,0
628,48,Male,1876876,91070,36,Self-employed,Car,0,647,3,4,653605,6,2,2,650571,889837,35,5,Paid,83,33950,3,362645,0.7819839486143699,0.5681129119534551,1,0
629,24,Female,535405,822841,24,Salaried,Education,5,685,2,7,224513,6,1,0,548326,392024,17,59,Paid,81,12625,4,492172,0.2267288578391459,0.2300356325082337,3,0
630,59,Female,233614,944395,60,Self-employed,Education,0,322,3,4,36167,5,7,0,903794,1765189,15,45,Late,27,77526,3,497172,0.1744920735020393,0.0963644214322111,16,1
